creating an lstm...	
missing seed text, using uniform probability over first character	
--------------------------	
870, 65
45489, N, 54, 62
20746, C, 64, 123
37763, N, 52, 95
17504, C, 64, 75
35566, N, 78, 0
39254, C, 64, 11
24577, N, 73, 51
38212, N, 66, 181
67903, N, 51, 0
37861, N, 74, 0
24675, N, 46, 80
27243, C, 64, 127
53688, N, 58, 70
35566, 6, 79, 104
28395, N, 54, 80
39849, C, 64, 110
28936, C, 64, 3
54187, N, 74, 53
37451, N, 51, 165
19071, N, 78, 48
10051, C, 64, 127
3988, N, 66, 0
24778, N, 77, 60
30006, N, 69, 64
8037, N, 77, 0
16368, N, 95, 86
30652, N, 43, 0
18383, N, 75, 1
0
5954, C, C, 65, 111
47448, N, 78, 81
34069, N, 49, 0
24672, N, 52, 0
35336, N, 39, 78
57397, N, 84, 62
60199, C, 64, 0
40060, N, 54, 121
32722, N, 85, 98
256, N, 72, 63
2589, N, 69, 58
23493, N, 51, 86
27834, N, 58, 66
75481, N, 44, 55
16727, N, 47, 52
37718, C, 64, 117
38872, C, 64, 21
3558, C, 64, 90
22747, N, 58, 0
19534, C, 64, 1
7044507, N, 72, 82
53552, C, 64, 9
27764, C, 64, 121
80155, N, 59, 0
10958, C, 67, 72
3769, C, 44, 82
34658, N, 57, 70
39227, N, 99, 55
27622, N, 87, 0
35932, C, 67, 
11
79, N, 56, 0
20870, N, 57, 88
58482, N, 76, 78
27516, N, 48, 0
14397, N, 88, 0
44430, C, 64, 127
59497, N, 67, 121
38740, N, 64, 0
49087, N, 68, 0
52554, N, 84, 85
58480, N, 77, 86
40005, N, 59, 0
16564, N, 35, 6
31958, C, 64, 121
46265, N, 42, 99
91792, N, 48, 127
23027, N, 69, 0
33693, N, 49, 0
50527, N, 54, N
31698, C, 64, 136
59827, N, 57, 64
5511, N, 74, 0
34177, N, 55, 0
59183, C, 64, 72
55578, C, 64, 93
57302, C, 68, 2
46761, C, 64, 127
20658, N, 57, 0
59930, N, 62, 85
58721, N, 79, 0
35745, N, 82, 0
21336, N, 46, 58
34069, N, 56, 78
15709, N, 78, 0
26139, C, 64, 0
27979, N, 59, 0
47562, N, 56, 0
2765, N, 56, 015317, N, 44, 0
36242, N, 44, 82
32777, N, 89, 88
32466, N, 47, 0
57545, N, 73, 0
29553, N, 44, 177
26768, N, 74, 0
41730, N, 49, 0
28063, N, 54, 75
2095, N, 88, 0
59765, N, 48, 0
59470, N, 58, 90
47693, N, 47, 83
53778, C, 64, 0
38551, N, 34, 0
27084, N, 56, 0
18187, N, 57, 77
27569, C, 64, 197
43840, N, 77, 83
32535, N, 59, 54
4596, N, 58, 74
35604, N, 52, 9811353, N, 76, 66
24002,
