creating an lstm...	
missing seed text, using uniform probability over first character	
--------------------------	
87121556, N, 57, 0
33672, C, 64, 110
45562, N, 57, 52
22396, N, 52, 0
29578, N, 66, 0
37891, N, 54, 0
58634, 6, 57, 81
37368, N, 41, 80
2562, N, 87, 0
26512, N, 57, 0
29886, C, 64, 29
27705, N, 57, 0
30750, N, 62, 177
27382, N, 55, 135
09968, N, 63, 94
46582, N, 46, 045105, N, 63, 0
62602, N, 34, 72
57836, N, 46, 0
3424, N, 49, 74
19070, N, 68, 28
10050, C, 64, 127
3988, N, 66, 0
24768, N, 67, 60
30006, N, 69, 64
80370, N, 64, 70
27870, C, 64, 83
45354, C, 64, 0
29402, N, 66, 0
5954, C, 84, 60
31255, N, 69, 68
19303, N, 46, 04
42631, N, 70, 0
31664, N, 79, 90
48086, N, 64, 0
57459, N, 70, 0
33057, N, 44, 0
37661, N, 41, 0
656,6N, 64, 188
10073, N, 35, 64
36688, N, 57, 0
19596, N, 53, 0
38887, N, 73, 106
20666, N, 77, 10
45662, N, 79, 0
45851, N, 77, 0
76767, N, 54, 50
10634, N, 74, 0
42389, N, 54, 0
37853, C, 64, 64
21670, N, 73, 0
71872, N, 57, 0
20042, C, 61, 0
38594, N, 41, 84
42152, C, 64, 28
20, 0, 89, 0
45884, N, 41, 0
82372, N,,70, 3
27622, N, 77, 0
34931, C, 48, 
11
79, N, 56, 0
31870, N, 57, 88
58482, N, 76, 78
27516, N, 48, 0
14397, N, 88, 0
43430, 8, 60, 156
49497, N, 67, 121
3874, N, 56, 71
49087, N, 58, 0
52554, N, 84, 85
4838, N, 78, 48
1700, N, 46, 0
37164, N, 65, 0
40719, N, 69, 0
27066, N, 88, 0
27999, N, 71, 90
54665, N, 65, 115444371, N, 52, 0
29068, N, 58, 0
63916, N, 72, 0
47784, N, 66, 39
49674, N, ,39, 72
23863, N, 73, 0
34389, N, 45, 0
38407, N, 91, 33
39638, 7, 60, 0824726, N, 82, 65
15760, N, 77, 0
42732, N, 45, 64
43962, N, 63, 77
30506, N, 76, 80
22540, N, 77, 27
38864, N, 86, 121
50256, N, 44, 70
72612, N, 75, 0
33797, N, 44, 0
27755, C, 84, 117
466, N, 56, 065307, N, 44, 0
36242, N, 44, 82, 0
48097, N, 59, 10
35029, N, 65, 53
34689, N, 23, 0
37827, N, 58, 0
46886, N, 73, 50
20888, C, 44, 8
33963, N, 67, 0
95068, N, 44, 96
36490, N, 46, 0
11991, N, 81, 65
27184, N, 75, 0
4997, N, 52, 184
13143, N, 54, 0
3208, N, 85, 70
46797, N, 77, 64
6350, C, 64, 122
20446, N, 59, 0
32582, N, 52, 0
3960, N, 74, 116
40533, N, 63, 90
32065, N, 47, 0

038
