creating an lstm...	
missing seed text, using uniform probability over first character	
--------------------------	

9975, C, 64, 12
9488, C, 64, 127
9562, N, 53, 93
5830, N, 44, 58
9654, C, 64, 81
8592, C, 64, 127
1654, N, 63, 48
1856, N, 53, 52
6816, N, 73, 0
1852, N, 53, 66
1704, N, 79, 80
13705, N, 64, 0
1384, N, 63, 0
2835, N, 53, 0
1676, N, 66, 42
1783, N, 65, 46
1589, N, 45, 62
1360, N, 45, 37
1382, N, 73, 96
12856, N, 61, 10
2286, N, 73, 53
2418, N, 55, 0
2635, N, 63, 60
2595, N, 63, 50
2506, N, 82, 0
2956, N, 82, 0
2382, N, 46, 42
2625, N, 58, 40
2363, C, 64, 0
2630, C, 64, 0
13895, C, 64, 120
2644, N, 56, 56
6283, N, 81, 0
2926, N, 73, 70
2273, N, 65, 68
2926, C, 64, 43
2937, C, 64, 27
2258, C, 64, 123
2335, N, 73, 0
2530, N, 82, 4
2288, N, 66, 79
2507, N, 84, 0
2383, N, 78, 0
2272, N, 84, 63
2392, N, 53, 0
2276, N, 73, 56
2376, N, 53, 0
2368, N, 52, 83
2646, N, 80, 0
2654, N, 82, 0
2567, N, 82, 80
2684, N, 46, 77
2646, N, 62, 0
2863, N, 88, 66
2850, N, 53, 0
1475, N, 58, 0
1484, N, 52, 77
2666, N, 70, 88
2666, N, 53, 0
3616, N, 56, N8
833, N, 53, 0
854, N, 82, 51
7394, N, 78, 0
3657, N, 83, 88
9581, N, 82, 89
858, N, 63, 0
7629, N, 56, 0
8632, N, 80, 0
7655, C, 64, 58
9787, N, 77, 47
7786, N, 54, 0
7778, N, 67, 60
7872, N, 82, 0
8856, N, 83, 78
8886, C, 64, 0
8978, C, 64, 57
6808, N, 65, 0
975, N, 77, 100
809, N, 85, 69
9071, N, 64, 0
1672, N, 82, 54
7926, N, 82, 120
6853, N, 821, 0
9868, N, 77, 0
9982, N, 82, 0
8953, 8, 75, 0
8853, N, 82, 0
8728, N, 71, 0
8863, N, 83, 0
8885, N, 50, 50
85C, N, 77, 79
8956, N, 53, 0
8880, N, 63, 81
6882, N, 82, 87
7814, N, 46, 0
7858, N, 73, 0
7763, N, 77, 88
8489, N, 63, 58
774, N, 53, 60
966, N, 58, 0
7382, N, 78, 0
6511, N, 53, 81
6617, N, 65, 0
6629, N, 73, 0
9614, N, 57, 104
8729, N, 58, 0
8559, N, 77, 92
7865, N, 65, 79
8747, N, 75, 0
8579, N, 64, 68
7956, N, 73, 0
8855, N, 53, 54
873, N, 77, 037
885, N, 63, 56
878, C, 64, 83
6789, C, 64, 47
977, C, 64, 127
8787, N, 55, 55
871, N, 46, 0
7808, C, 64, 83
3818, N, 44, 0
8533, N, 46, 65
7954, N, 53, 0
8658, N, 55, 54
7842, N, 82, 0
5774, N, 64, 0
8844, N, 91, 0
874, N, 77, 0
